+
1 15
1 15 65
2 13 66
1 2 67
1 6 68
1 7 69
2 6 70
2 13 71
2 8 72
1 1 73
2 11 74
2 5 75
2 6 76
2 10 77
+
1 20
1 15 0
1 10 1
1 17 2
1 20 3
1 9 4
1 11 5
1 9 6
1 19 7
1 10 8
1 12 9
1 5 10
1 1 11
1 17 12
1 17 13
1 9 14
1 18 15
1 7 16
1 11 17
1 13 18
1 17 19
1 18 20
1 8 21
1 6 22
1 4 23
1 5 24
1 16 25
1 14 26
1 13 27
1 11 28
1 14 29
1 17 30
1 4 31
1 17 32
1 2 33
+
9 4
2 2 0
4 3 1
6 1 2
6 4 3
2 3 4
8 3 5
3 4 6
9 2 7
3 3 8
4 4 9
8 4 10
4 4 11
5 4 12
1 2 13
4 2 14
1 1 15
8 4 16
5 4 17
4 2 18
9 2 19
3 3 20
7 1 21
3 3 22
7 4 23
9 2 24
9 1 25
3 4 26
5 4 27
3 4 28
4 3 29
8 3 30
1 1 31
4 2 32
7 3 33
6 2 34
1 2 35
9 1 36
2 4 37
+
7 18
4 3 0
2 10 1
7 15 2
4 11 3
6 2 4
2 9 5
4 8 6
1 16 7
4 18 8
7 10 9
1 2 10
3 8 11
4 18 12
2 12 13
3 3 14
2 1 15
3 5 16
3 5 17
4 3 18
5 13 19
1 13 20
2 10 21
5 16 22
3 14 23
1 6 24
1 4 25
5 8 26
1 5 27
6 8 28
1 3 29
5 12 30
2 15 31
6 4 32
3 2 33
5 3 34
2 1 35
2 14 36
7 9 37
3 2 38
1 14 39
7 18 40
4 2 41
7 1 42
2 17 43
5 13 44
4 17 45
6 1 46
5 4 47
+
5 13
1 12 0
4 3 1
5 6 2
1 3 3
3 7 4
1 12 5
1 5 6
1 13 7
3 7 8
5 11 9
3 13 10
5 10 11
2 8 12
1 3 13
2 1 14
5 11 15
3 5 16
2 11 17
2 4 18
1 9 19
5 2 20
5 4 21
4 2 22
5 13 23
5 6 24
4 5 25
1 9 26
3 12 27
4 8 28
2 8 29
1 13 30
2 9 31
3 11 32
5 2 33
5 2 34
3 2 35
5 3 36
3 2 37
3 4 38
3 12 39
3 10 40
4 8 41
1 3 42
4 4 43
4 9 44
3 12 45
5 13 46
3 2 47
1 13 48
3 11 49
+
17 9
1 9 0
12 1 1
13 2 2
1 4 3
7 2 4
2 8 5
10 6 6
8 7 7
6 9 8
2 3 9
4 2 10
10 1 11
16 3 12
10 5 13
7 3 14
7 6 15
4 2 16
16 4 17
13 8 18
1 5 19
4 5 20
12 7 21
9 3 22
5 9 23
14 8 24
11 6 25
2 2 26
16 5 27
11 7 28
13 7 29
13 5 30
12 5 31
15 2 32
7 2 33
14 6 34
2 7 35
5 9 36
2 2 37
15 8 38
7 7 39
15 4 40
16 1 41
4 4 42
3 5 43
15 3 44
10 1 45
1 3 46
17 8 47
8 7 48
11 2 49
4 3 50
5 3 51
1 5 52
13 6 53
2 9 54
14 8 55
7 8 56
14 9 57
16 6 58
4 4 59
9 4 60
8 6 61
5 5 62
13 1 63
4 4 64
6 4 65
7 5 66
14 2 67
17 3 68
7 7 69
3 8 70
2 4 71
2 3 72
9 5 73
+
9 9
4 5 0
2 2 1
9 2 2
4 1 3
9 5 4
9 9 5
8 5 6
+
5 7
3 2 0
3 5 1
2 3 2
3 6 3
3 7 4
1 7 5
4 6 6
3 1 7
5 1 8
3 3 9
3 3 10
2 5 11
1 5 12
1 2 13
3 7 14
2 5 15
2 7 16
3 1 17
5 1 18
3 3 19
1 3 20
4 7 21
3 1 22
2 5 23
4 7 24
5 6 25
3 2 26
1 1 27
4 4 28
4 6 29
1 1 30
2 1 31
5 4 32
2 4 33
2 3 34
5 3 35
4 5 36
1 3 37
1 3 38
4 3 39
5 7 40
4 7 41
2 5 42
2 7 43
1 6 44
2 6 45
1 7 46
3 1 47
3 6 48
5 5 49
3 6 50
1 7 51
3 1 52
4 5 53
4 5 54
1 2 55
4 5 56
3 1 57
4 4 58
1 4 59
2 3 60
5 7 61
5 6 62
1 3 63
3 2 64
+
18 1
12 1 0
1 1 1
6 1 2
10 1 3
12 1 4
6 1 5
1 1 6
6 1 7
16 1 8
16 1 9
5 1 10
10 1 11
1 1 12
9 1 13
13 1 14
8 1 15
1 1 16
18 1 17
9 1 18
14 1 19
7 1 20
6 1 21
3 1 22
5 1 23
7 1 24
5 1 25
7 1 26
15 1 27
4 1 28
9 1 29
16 1 30
15 1 31
14 1 32
14 1 33
2 1 34
18 1 35
16 1 36
3 1 37
14 1 38
12 1 39
3 1 40
18 1 41
12 1 42
17 1 43
10 1 44
9 1 45
2 1 46
16 1 47
4 1 48
17 1 49
8 1 50
5 1 51
3 1 52
11 1 53
17 1 54
1 1 55
9 1 56
11 1 57
2 1 58
14 1 59
3 1 60
10 1 61
5 1 62
18 1 63
4 1 64
5 1 65
10 1 66
6 1 67
17 1 68
12 1 69
15 1 70
16 1 71
3 1 72
17 1 73
13 1 74
7 1 75
3 1 76
2 1 77
6 1 78
16 1 79
2 1 80
13 1 81
5 1 82
15 1 83
15 1 84
3 1 85
8 1 86
15 1 87
+
17 8
15 7 0
13 6 1
8 7 2
12 5 3
15 7 4
15 3 5
11 7 6
3 6 7
6 5 8
8 1 9
3 7 10
15 3 11
15 1 12
9 7 13
10 7 14
4 7 15
2 8 16
4 2 17
6 4 18
6 8 19
16 2 20
3 5 21
13 6 22
3 8 23
16 7 24
3 5 25
12 8 26
12 4 27
15 8 28
15 1 29
8 4 30
13 1 31
14 2 32
14 6 33
6 3 34
11 5 35
6 4 36
9 5 37
8 8 38
10 6 39
5 1 40
10 1 41
16 8 42
2 7 43
10 3 44
4 2 45
1 3 46
11 3 47
2 1 48
17 8 49
5 6 50
9 2 51
14 4 52
17 8 53
3 8 54
10 6 55
8 2 56
15 8 57
+
11 12
11 5 0
2 6 1
2 6 2
11 7 3
8 5 4
5 11 5
3 4 6
1 11 7
4 6 8
3 4 9
6 2 10
1 7 11
2 12 12
6 11 13
5 2 14
4 8 15
9 12 16
9 4 17
3 2 18
+
20 20
6 1 0
17 6 1
10 16 2
9 19 3
13 2 4
12 13 5
15 11 6
3 7 7
12 7 8
17 3 9
3 15 10
8 11 11
1 15 12
19 1 13
1 20 14
19 16 15
4 8 16
19 16 17
12 13 18
8 6 19
4 7 20
17 4 21
19 16 22
8 9 23
6 8 24
20 4 25
8 4 26
3 3 27
13 13 28
12 5 29
12 16 30
5 4 31
4 9 32
2 14 33
18 8 34
15 11 35
10 14 36
1 9 37
11 1 38
14 1 39
7 9 40
9 12 41
13 20 42
3 2 43
12 8 44
8 17 45
8 11 46
4 8 47
15 8 48
10 19 49
1 11 50
8 17 51
16 4 52
5 12 53
11 10 54
9 6 55
3 15 56
5 12 57
17 15 58
10 16 59
7 17 60
16 1 61
12 17 62
5 14 63
6 12 64
20 12 65
17 3 66
9 4 67
6 18 68
6 18 69
8 2 70
13 10 71
9 8 72
3 7 73
6 9 74
19 2 75
2 18 76
5 9 77
3 1 78
11 4 79
18 18 80
18 14 81
5 11 82
16 14 83
11 20 84
20 19 85
18 18 86
13 2 87
4 17 88
2 12 89
15 6 90
18 17 91
13 16 92
6 5 93
19 18 94
15 7 95
13 13 96
17 11 97
8 3 98
16 6 99
+
15 18
4 2 0
11 17 1
14 15 2
5 17 3
9 3 4
14 13 5
9 2 6
9 18 7
2 8 8
9 16 9
2 6 10
1 17 11
6 5 12
7 2 13
9 10 14
8 14 15
15 5 16
14 1 17
8 8 18
10 17 19
7 14 20
15 4 21
8 12 22
1 11 23
2 2 24
7 10 25
8 6 26
12 1 27
5 4 28
11 15 29
6 6 30
4 4 31
6 11 32
13 6 33
9 13 34
4 18 35
6 16 36
4 18 37
7 15 38
8 1 39
12 13 40
3 8 41
11 8 42
14 11 43
13 14 44
9 8 45
1 14 46
14 4 47
15 13 48
6 1 49
4 18 50
6 2 51
7 1 52
10 3 53
4 16 54
1 3 55
8 14 56
13 8 57
5 16 58
13 6 59
6 5 60
4 18 61
7 8 62
9 3 63
9 12 64
9 13 65
10 12 66
2 9 67
8 9 68
1 14 69
14 5 70
15 12 71
2 10 72
8 6 73
6 18 74
9 5 75
9 13 76
11 10 77
6 17 78
11 8 79
14 11 80
3 18 81
7 9 82
+
7 3
6 2 0
7 3 1
5 3 2
1 3 3
2 2 4
3 3 5
3 1 6
4 1 7
4 1 8
2 1 9
3 3 10
6 2 11
2 1 12
1 2 13
1 1 14
4 3 15
1 3 16
1 2 17
6 1 18
4 1 19
6 2 20
4 3 21
6 1 22
5 2 23
5 1 24
+
4 8
3 6 0
2 8 1
1 1 2
2 2 3
3 1 4
4 3 5
4 5 6
1 8 7
4 1 8
4 2 9
2 4 10
1 6 11
2 7 12
4 6 13
2 1 14
3 8 15
4 2 16
1 7 17
2 3 18
4 3 19
1 2 20
4 8 21
1 7 22
1 8 23
2 6 24
3 8 25
3 2 26
1 1 27
4 1 28
1 2 29
4 2 30
1 3 31
3 8 32
3 1 33
4 2 34
3 1 35
3 6 36
2 2 37
1 4 38
3 1 39
4 8 40
4 7 41
4 6 42
1 2 43
3 1 44
4 2 45
1 5 46
4 5 47
1 3 48
3 8 49
2 8 50
4 4 51
1 6 52
3 8 53
4 4 54
1 5 55
3 4 56
3 4 57
4 1 58
2 7 59
1 7 60
2 1 61
1 1 62
3 2 63
4 2 64
2 1 65
2 2 66
2 7 67
4 6 68
4 1 69
2 6 70
3 5 71
2 8 72
4 1 73
4 2 74
3 7 75
2 2 76
4 4 77
2 8 78
1 5 79
3 7 80
1 4 81
4 8 82
4 5 83
2 8 84
2 2 85
4 5 86
+
3 15
1 5 0
1 8 1
1 1 2
2 6 3
1 11 4
3 11 5
1 8 6
2 11 7
3 2 8
2 14 9
2 15 10
1 4 11
2 13 12
2 7 13
1 1 14
2 11 15
1 12 16
1 13 17
1 2 18
3 7 19
1 14 20
2 14 21
3 10 22
3 13 23
3 1 24
3 3 25
2 6 26
2 13 27
2 11 28
2 6 29
1 12 30
3 13 31
2 9 32
1 7 33
3 7 34
1 15 35
2 4 36
3 8 37
2 8 38
3 12 39
2 4 40
2 14 41
2 5 42
1 13 43
2 13 44
3 7 45
1 14 46
3 15 47
1 13 48
3 11 49
1 11 50
1 7 51
2 13 52
1 3 53
1 1 54
3 4 55
3 12 56
3 3 57
2 15 58
2 8 59
2 7 60
1 3 61
2 10 62
1 3 63
3 10 64
1 3 65
2 3 66
1 7 67
3 3 68
3 7 69
2 8 70
1 4 71
1 6 72
3 6 73
3 1 74
2 12 75
2 11 76
1 12 77
1 2 78
3 1 79
2 12 80
+
6 15
4 7 0
3 15 1
3 9 2
6 3 3
4 5 4
1 2 5
2 13 6
3 1 7
4 2 8
3 6 9
4 5 10
5 9 11
3 5 12
3 4 13
4 1 14
3 7 15
6 5 16
6 7 17
6 11 18
5 14 19
3 7 20
4 15 21
1 11 22
6 14 23
6 5 24
1 7 25
3 7 26
1 4 27
3 9 28
4 3 29
3 15 30
3 10 31
3 12 32
2 1 33
2 12 34
4 9 35
6 6 36
6 10 37
2 9 38
1 15 39
3 1 40
5 10 41
6 6 42
4 7 43
2 13 44
4 8 45
2 13 46
3 15 47
4 10 48
3 11 49
1 8 50
1 5 51
2 6 52
6 13 53
3 11 54
3 4 55
5 10 56
5 7 57
6 3 58
4 3 59
4 13 60
1 13 61
2 13 62
2 8 63
2 9 64
6 11 65
4 5 66
2 1 67
3 1 68
3 8 69
3 15 70
5 15 71
3 6 72
3 11 73
2 5 74
+
19 15
16 4 0
12 14 1
5 2 2
14 9 3
17 10 4
13 14 5
9 13 6
7 10 7
17 3 8
19 11 9
9 6 10
9 6 11
8 2 12
9 4 13
2 13 14
12 12 15
9 12 16
5 3 17
13 12 18
6 1 19
7 4 20
1 11 21
9 3 22
18 8 23
1 13 24
10 8 25
2 1 26
19 13 27
4 3 28
11 6 29
19 6 30
13 5 31
9 6 32
10 1 33
+
7 4
1 4 0
1 4 1
3 3 2
1 3 3
4 2 4
6 3 5
5 4 6
6 2 7
5 4 8
2 4 9
2 2 10
5 1 11
3 4 12
7 1 13
4 4 14
3 4 15
3 4 16
1 4 17
2 3 18
2 1 19
1 2 20
7 2 21
5 3 22
1 3 23
3 3 24
1 1 25
7 2 26
6 1 27
7 1 28
4 4 29
3 2 30
7 4 31
5 1 32
6 3 33
7 3 34
6 3 35
2 2 36
6 1 37
5 1 38
2 4 39
6 1 40
3 4 41
5 2 42
3 2 43
+
6 10
1 8 0
3 8 1
3 1 2
2 3 3
4 4 4
1 10 5
1 7 6
6 3 7
3 5 8
3 6 9
4 3 10
4 1 11
3 6 12
4 6 13
2 4 14
6 10 15
4 9 16
2 9 17
1 4 18
3 8 19
6 1 20
5 10 21
3 2 22
4 2 23
5 8 24
1 1 25
2 5 26
5 7 27
6 10 28
3 6 29
2 10 30
4 1 31
3 6 32
2 9 33
6 3 34
3 8 35
1 7 36
2 10 37
6 9 38
1 4 39
1 8 40
1 5 41
4 7 42
6 2 43
1 2 44
6 9 45
3 4 46
2 2 47
3 5 48
2 10 49
5 9 50
3 8 51
1 6 52
6 1 53
4 7 54
4 8 55
6 8 56
3 9 57
2 5 58
1 5 59
1 9 60
4 6 61
4 10 62
1 2 63
1 6 64
+
10 8
9 2 0
10 8 1
9 4 2
5 2 3
6 5 4
9 4 5
10 1 6
7 7 7
2 8 8
6 8 9
10 6 10
9 2 11
6 4 12
+
11 12
6 2 0
7 8 1
3 7 2
8 4 3
3 12 4
4 5 5
8 1 6
1 6 7
9 10 8
2 9 9
6 6 10
9 10 11
4 7 12
11 8 13
7 12 14
3 12 15
7 12 16
2 3 17
5 4 18
5 7 19
10 6 20
9 7 21
1 3 22
11 4 23
7 9 24
10 2 25
1 10 26
6 9 27
3 9 28
7 12 29
8 9 30
5 4 31
8 8 32
3 5 33
10 3 34
2 2 35
1 11 36
6 4 37
4 3 38
2 1 39
7 11 40
10 1 41
7 7 42
11 8 43
6 3 44
4 3 45
8 4 46
5 8 47
11 3 48
5 2 49
10 6 50
3 8 51
4 7 52
6 7 53
7 3 54
4 6 55
8 7 56
6 5 57
11 4 58
9 4 59
3 2 60
8 4 61
6 4 62
3 3 63
1 7 64
8 2 65
2 10 66
6 5 67
7 2 68
3 4 69
10 11 70
6 7 71
11 8 72
8 4 73
10 9 74
10 2 75
5 11 76
1 7 77
7 12 78
11 11 79
3 11 80
10 10 81
11 7 82
8 11 83
2 1 84
2 1 85
5 2 86
9 5 87
4 1 88
9 11 89
+
4 14
3 7 0
1 11 1
1 9 2
3 6 3
2 13 4
4 9 5
4 12 6
3 7 7
3 1 8
3 7 9
+
20 10
4 2 0
7 8 1
10 7 2
10 5 3
3 3 4
3 6 5
19 6 6
13 5 7
12 9 8
10 3 9
15 3 10
15 4 11
5 9 12
3 1 13
1 7 14
4 4 15
11 1 16
16 2 17
7 9 18
14 10 19
15 6 20
20 1 21
16 8 22
20 1 23
11 2 24
12 10 25
19 6 26
7 6 27
14 6 28
13 3 29
15 5 30
10 1 31
1 10 32
12 9 33
16 7 34
10 3 35
16 7 36
13 8 37
15 6 38
8 8 39
6 4 40
12 10 41
2 7 42
3 5 43
10 8 44
13 5 45
8 5 46
6 5 47
18 5 48
13 5 49
11 6 50
17 10 51
13 9 52
11 7 53
19 4 54
12 7 55
12 2 56
18 1 57
17 1 58
12 8 59
4 6 60
8 8 61
12 3 62
19 5 63
1 1 64
8 9 65
4 6 66
19 4 67
18 5 68
1 4 69
17 4 70
14 1 71
10 3 72
4 3 73
12 3 74
3 8 75
15 7 76
12 8 77
14 9 78
3 2 79
4 6 80
16 3 81
1 3 82
16 10 83
5 8 84
15 4 85
+
17 3
3 2 0
17 1 1
13 1 2
5 1 3
17 1 4
12 2 5
12 1 6
6 2 7
5 3 8
10 2 9
5 1 10
5 3 11
2 3 12
6 2 13
9 3 14
8 1 15
7 2 16
5 2 17
10 1 18
13 3 19
16 1 20
13 3 21
12 1 22
9 3 23
9 2 24
14 2 25
10 3 26
1 1 27
17 2 28
8 2 29
9 3 30
+
3 16
1 14 0
1 15 1
3 7 2
1 6 3
2 16 4
2 2 5
3 12 6
1 8 7
1 2 8
1 10 9
3 8 10
1 16 11
3 6 12
3 4 13
3 7 14
1 6 15
2 11 16
2 15 17
1 5 18
3 10 19
1 8 20
3 14 21
3 3 22
+
13 20
10 1 0
4 18 1
6 5 2
2 16 3
9 16 4
2 2 5
3 19 6
4 13 7
7 3 8
1 20 9
3 1 10
3 7 11
2 18 12
8 18 13
6 14 14
8 10 15
5 15 16
13 14 17
+
7 20
5 7 0
7 17 1
3 11 2
6 6 3
5 15 4
3 9 5
7 3 6
7 5 7
7 20 8
3 15 9
2 14 10
2 14 11
1 1 12
1 7 13
5 10 14
6 9 15
3 2 16
2 4 17
2 2 18
7 3 19
2 15 20
1 19 21
3 16 22
6 5 23
2 13 24
7 5 25
5 6 26
6 9 27
3 10 28
2 1 29
1 10 30
7 6 31
4 11 32
5 9 33
2 10 34
2 13 35
7 11 36
7 9 37
4 3 38
3 17 39
7 17 40
1 11 41
5 10 42
4 10 43
4 20 44
4 4 45
1 6 46
6 10 47
7 3 48
3 12 49
3 1 50
4 4 51
3 14 52
5 8 53
7 16 54
6 10 55
7 16 56
6 19 57
7 2 58
4 4 59
3 12 60
5 9 61
6 18 62
7 7 63
7 2 64
5 14 65
1 16 66
6 13 67
1 7 68
1 9 69
5 14 70
5 3 71
7 1 72
7 10 73
6 18 74
4 4 75
5 14 76
1 3 77
3 2 78
7 5 79
5 14 80
4 2 81
7 16 82
5 7 83
7 8 84
4 18 85
3 3 86
1 14 87
6 5 88
7 8 89
4 6 90
7 14 91
5 18 92
2 7 93
5 8 94
1 18 95
2 17 96
4 13 97
5 20 98
+
3 10
3 5 0
1 5 1
3 1 2
1 3 3
3 3 4
3 5 5
3 6 6
1 9 7
3 1 8
2 10 9
1 1 10
1 1 11
2 7 12
3 3 13
2 8 14
3 6 15
2 8 16
3 3 17
2 5 18
2 9 19
1 6 20
2 5 21
2 9 22
2 6 23
3 8 24
2 8 25
2 7 26
2 5 27
1 10 28
1 5 29
2 5 30
1 4 31
3 6 32
1 9 33
1 8 34
1 8 35
1 5 36
1 8 37
3 10 38
1 5 39
1 1 40
2 8 41
1 2 42
2 8 43
2 2 44
3 9 45
2 8 46
3 3 47
2 4 48
2 1 49
1 1 50
1 7 51
2 10 52
3 6 53
3 6 54
3 7 55
2 2 56
2 7 57
2 7 58
2 10 59
3 7 60
3 2 61
3 7 62
2 4 63
1 10 64
2 8 65
3 1 66
2 9 67
3 3 68
3 4 69
2 8 70
2 1 71
2 5 72
1 5 73
1 10 74
3 1 75
2 4 76
3 4 77
2 6 78
3 1 79
2 3 80
3 3 81
1 4 82
1 6 83
1 5 84
+
5 4
3 3 0
1 4 1
2 3 2
5 3 3
5 1 4
3 4 5
5 1 6
5 3 7
4 3 8
2 2 9
5 4 10
4 1 11
1 2 12
3 3 13
3 2 14
4 4 15
1 3 16
4 3 17
1 1 18
1 3 19
3 2 20
4 1 21
2 3 22
5 1 23
3 4 24
4 1 25
2 1 26
2 4 27
1 2 28
5 1 29
5 4 30
3 3 31
+
20 7
19 6 0
20 7 1
4 6 2
11 5 3
20 1 4
9 5 5
11 7 6
12 5 7
7 2 8
17 3 9
2 4 10
16 2 11
11 2 12
16 2 13
1 5 14
2 6 15
2 6 16
10 7 17
12 2 18
15 7 19
12 6 20
5 3 21
1 2 22
16 5 23
11 6 24
14 1 25
18 3 26
15 4 27
20 1 28
15 7 29
15 6 30
17 1 31
11 1 32
13 1 33
13 1 34
16 4 35
7 4 36
13 2 37
18 7 38
6 1 39
9 4 40
3 7 41
12 2 42
13 3 43
20 4 44
15 5 45
3 1 46
2 4 47
11 7 48
16 1 49
4 7 50
20 7 51
7 7 52
4 3 53
+
5 16
3 13 0
1 7 1
+
2 5
1 2 0
1 2 1
1 4 2
1 3 3
1 5 4
2 5 5
1 3 6
2 4 7
1 2 8
2 4 9
2 5 10
1 3 11
1 4 12
1 1 13
2 2 14
1 3 15
1 4 16
2 3 17
1 2 18
1 3 19
2 3 20
2 3 21
1 5 22
1 1 23
1 4 24
2 3 25
2 1 26
1 4 27
2 2 28
2 2 29
1 4 30
2 3 31
2 1 32
2 1 33
2 3 34
2 5 35
1 2 36
1 2 37
1 1 38
2 2 39
2 1 40
1 5 41
1 5 42
2 5 43
2 2 44
2 5 45
2 2 46
1 1 47
2 2 48
1 2 49
1 5 50
1 3 51
1 4 52
1 2 53
2 1 54
2 4 55
1 5 56
1 1 57
2 5 58
1 4 59
1 2 60
2 1 61
2 2 62
1 1 63
1 4 64
+
20 10
2 5 0
12 4 1
11 9 2
20 4 3
+
5 10
1 3 0
2 8 1
2 8 2
4 9 3
5 2 4
2 4 5
5 5 6
5 3 7
2 10 8
3 8 9
4 9 10
2 5 11
3 3 12
3 4 13
2 4 14
4 4 15
4 7 16
3 9 17
2 8 18
1 8 19
3 6 20
3 1 21
5 6 22
4 9 23
5 2 24
3 9 25
5 9 26
2 3 27
3 7 28
5 6 29
1 3 30
3 7 31
2 9 32
4 8 33
2 2 34
3 2 35
3 1 36
4 3 37
2 6 38
3 8 39
2 7 40
5 10 41
3 4 42
3 7 43
2 5 44
3 1 45
3 5 46
2 6 47
5 6 48
5 9 49
3 8 50
4 3 51
3 9 52
4 9 53
4 7 54
1 4 55
1 10 56
3 8 57
4 6 58
1 3 59
2 1 60
2 4 61
4 6 62
3 7 63
1 5 64
4 6 65
1 10 66
5 8 67
3 6 68
3 6 69
3 1 70
1 10 71
1 7 72
5 3 73
2 5 74
5 8 75
3 3 76
5 4 77
1 3 78
4 3 79
4 6 80
2 8 81
5 1 82
2 5 83
1 2 84
3 6 85
3 8 86
3 3 87
3 10 88
2 2 89
1 9 90
+
7 14
2 5 0
7 2 1
6 11 2
+
12 5
10 1 0
5 5 1
12 3 2
11 2 3
6 4 4
8 2 5
7 2 6
6 3 7
5 1 8
6 4 9
8 3 10
4 5 11
6 4 12
2 2 13
10 4 14
+
3 5
1 3 0
1 2 1
3 3 2
3 3 3
2 3 4
1 3 5
3 2 6
3 2 7
3 4 8
3 1 9
1 4 10
2 4 11
3 1 12
1 2 13
1 1 14
1 2 15
3 5 16
2 5 17
3 3 18
1 1 19
3 2 20
3 4 21
1 3 22
1 3 23
1 3 24
3 3 25
1 3 26
1 3 27
2 5 28
+
5 8
1 8 0
2 3 1
1 3 2
1 4 3
5 1 4
3 7 5
4 1 6
3 2 7
1 1 8
3 5 9
5 2 10
5 7 11
4 7 12
4 4 13
4 1 14
5 1 15
2 3 16
3 6 17
5 1 18
2 3 19
1 5 20
5 3 21
2 4 22
4 1 23
1 3 24
3 1 25
1 4 26
2 7 27
5 2 28
5 1 29
5 5 30
3 5 31
5 5 32
5 4 33
2 4 34
3 8 35
3 8 36
4 6 37
1 6 38
1 1 39
1 1 40
1 3 41
5 1 42
3 3 43
4 8 44
2 3 45
5 4 46
4 4 47
4 7 48
1 8 49
2 7 50
4 3 51
2 2 52
3 2 53
5 5 54
5 4 55
5 2 56
4 8 57
5 6 58
4 1 59
3 7 60
4 2 61
2 2 62
2 2 63
4 4 64
3 7 65
5 3 66
2 7 67
1 5 68
4 1 69
1 2 70
1 4 71
2 1 72
2 6 73
1 2 74
1 8 75
4 7 76
4 2 77
4 4 78
5 4 79
4 5 80
4 8 81
+
1 12
1 5 0
1 9 1
1 9 2
1 9 3
1 9 4
1 5 5
1 7 6
1 12 7
1 11 8
1 2 9
1 12 10
1 11 11
1 3 12
1 6 13
1 10 14
1 6 15
1 11 16
1 7 17
1 8 18
1 9 19
1 5 20
1 10 21
1 10 22
1 10 23
1 3 24
1 10 25
1 3 26
1 4 27
1 2 28
1 2 29
1 12 30
1 6 31
1 11 32
1 5 33
1 2 34
1 11 35
1 5 36
+
4 11
3 4 0
4 1 1
3 2 2
1 4 3
2 5 4
1 10 5
3 4 6
2 3 7
1 4 8
3 6 9
3 8 10
1 6 11
3 3 12
3 9 13
3 10 14
1 7 15
4 7 16
1 3 17
4 7 18
2 9 19
4 11 20
1 7 21
1 3 22
2 11 23
4 2 24
4 1 25
3 2 26
2 8 27
1 10 28
1 7 29
4 8 30
3 7 31
2 9 32
3 3 33
4 3 34
4 5 35
3 3 36
2 8 37
4 9 38
2 6 39
2 6 40
1 5 41
4 1 42
1 5 43
1 5 44
4 7 45
3 6 46
3 11 47
3 3 48
1 4 49
1 10 50
2 1 51
3 2 52
2 2 53
3 9 54
1 1 55
3 7 56
1 3 57
1 5 58
1 9 59
4 10 60
1 4 61
2 7 62
3 3 63
3 10 64
1 9 65
2 10 66
1 8 67
3 5 68
4 2 69
4 7 70
4 11 71
+
10 6
5 1 0
1 6 1
8 4 2
7 5 3
9 2 4
2 2 5
4 5 6
6 3 7
+
4 4
3 3 0
4 4 1
2 1 2
3 4 3
1 2 4
2 1 5
4 1 6
3 3 7
1 3 8
1 3 9
3 3 10
3 1 11
2 2 12
4 3 13
3 3 14
4 3 15
3 3 16
3 4 17
3 2 18
4 3 19
1 1 20
3 3 21
4 1 22
1 1 23
3 4 24
4 4 25
2 2 26
4 4 27
2 1 28
3 3 29
1 2 30
4 4 31
4 4 32
4 2 33
1 1 34
4 4 35
2 1 36
4 4 37
1 3 38
3 4 39
4 2 40
3 4 41
1 1 42
1 1 43
1 4 44
1 2 45
3 3 46
4 2 47
1 2 48
1 1 49
2 4 50
1 2 51
2 2 52
2 1 53
1 3 54
3 1 55
2 1 56
4 4 57
3 2 58
1 4 59
2 4 60
4 4 61
4 3 62
2 3 63
1 3 64
3 3 65
3 2 66
3 3 67
4 2 68
3 1 69
1 3 70
1 2 71
3 4 72
3 2 73
3 3 74
4 1 75
3 1 76
3 3 77
3 2 78
2 1 79
+
14 17
2 9 0
14 3 1
10 10 2
6 17 3
9 8 4
8 11 5
6 8 6
7 14 7
10 3 8
12 7 9
8 13 10
12 5 11
2 15 12
10 6 13
2 12 14
6 16 15
11 7 16
9 13 17
12 16 18
3 12 19
13 2 20
4 1 21
8 8 22
12 16 23
3 3 24
1 2 25
13 14 26
14 9 27
12 2 28
4 13 29
14 15 30
12 17 31
4 1 32
3 9 33
5 10 34
5 15 35
4 1 36
2 14 37
8 9 38
7 4 39
10 14 40
2 16 41
10 7 42
12 8 43
12 4 44
9 12 45
13 16 46
10 16 47
14 16 48
4 9 49
13 1 50
4 12 51
4 7 52
3 10 53
1 2 54
5 5 55
1 2 56
3 14 57
14 17 58
13 1 59
12 5 60
10 1 61
8 11 62
3 1 63
5 9 64
11 9 65
14 10 66
13 8 67
2 12 68
3 4 69
14 15 70
2 14 71
14 15 72
3 9 73
12 2 74
9 1 75
13 17 76
10 4 77
14 6 78
13 10 79
2 17 80
4 3 81
14 2 82
6 10 83
3 12 84
12 17 85
6 2 86
13 11 87
12 8 88
2 10 89
9 4 90
11 2 91
13 12 92
9 16 93
1 14 94
10 10 95
6 5 96
13 14 97
13 14 98
+
14 11
9 1 0
8 11 1
10 2 2
1 6 3
11 1 4
8 2 5
9 10 6
8 3 7
14 7 8
9 3 9
5 8 10
7 9 11
6 5 12
6 2 13
13 6 14
9 1 15
5 10 16
9 3 17
1 10 18
7 5 19
4 9 20
7 8 21
9 4 22
11 7 23
3 11 24
2 8 25
6 3 26
5 9 27
9 10 28
10 11 29
13 11 30
5 7 31
+
13 14
11 6 0
6 8 1
7 4 2
13 13 3
13 1 4
9 2 5
13 4 6
3 14 7
6 1 8
4 14 9
12 14 10
6 9 11
6 3 12
1 5 13
13 1 14
1 7 15
7 1 16
4 3 17
13 6 18
10 6 19
9 10 20
4 5 21
8 5 22
11 13 23
6 6 24
12 7 25
9 13 26
4 14 27
7 8 28
4 4 29
11 12 30
9 11 31
4 5 32
9 11 33
6 6 34
9 13 35
8 5 36
8 4 37
1 6 38
